Event frame,Sequence frame,Class ID,Score,Bboxes
8380,-10,38,0.3091411888599396,"[221.6576690673828, 465.1985168457031, 327.6114807128906, 578.3182983398438]"
8380,-10,60,0.14456641674041748,"[407.53521728515625, 607.03515625, 1398.210693359375, 927.1808471679688]"
8380,-10,60,0.09433231502771378,"[403.69158935546875, 615.436767578125, 981.9991455078125, 1010.732177734375]"
8380,-10,60,0.022076329216361046,"[448.8736267089844, 781.9407958984375, 863.5086669921875, 1006.3278198242188]"
8380,-10,32,0.01707075536251068,"[220.87876892089844, 593.9071044921875, 272.2711181640625, 647.0455932617188]"
8380,-10,60,0.015711797401309013,"[850.7733154296875, 621.094482421875, 1426.453125, 997.3687744140625]"
8380,-10,38,0.011970918625593185,"[1588.6683349609375, 509.3321838378906, 1690.252685546875, 572.7777099609375]"
8380,-8,38,0.21834537386894226,"[222.08265686035156, 467.2842712402344, 323.841796875, 590.7011108398438]"
8380,-8,60,0.13401100039482117,"[406.1402587890625, 605.699951171875, 1400.64111328125, 922.4976806640625]"
8380,-8,60,0.04992695152759552,"[420.63922119140625, 657.6513671875, 904.9434204101562, 1014.589111328125]"
8380,-8,60,0.019091827794909477,"[846.7767944335938, 620.0013427734375, 1427.086669921875, 997.046875]"
8380,-8,60,0.012367705814540386,"[446.2703857421875, 789.6864624023438, 805.2384643554688, 1002.5025634765625]"
8380,-6,38,0.3540356457233429,"[221.5614776611328, 484.09930419921875, 315.9887390136719, 601.4169311523438]"
8380,-6,60,0.160780668258667,"[396.0478515625, 616.082763671875, 1437.6256103515625, 1004.71435546875]"
8380,-6,38,0.11969838291406631,"[239.6029815673828, 531.4951782226562, 317.7764892578125, 598.8578491210938]"
8380,-6,38,0.06748633086681366,"[288.9962463378906, 560.6876220703125, 320.2146911621094, 598.7056884765625]"
8380,-6,32,0.05606864392757416,"[294.76123046875, 565.1824951171875, 318.8620910644531, 593.9337768554688]"
8380,-6,60,0.04570940136909485,"[422.1795959472656, 664.1107177734375, 905.6151123046875, 1015.1879272460938]"
