Event frame,Sequence frame,Class ID,Score,Bboxes
874,0,60,0.46685534715652466,"[450.28900146484375, 623.3699340820312, 1548.5826416015625, 1002.162353515625]"
874,0,60,0.10856937617063522,"[468.1558837890625, 630.1672973632812, 1556.5802001953125, 772.8521728515625]"
874,0,60,0.06683563441038132,"[1041.5665283203125, 733.5000610351562, 1475.3897705078125, 1007.4282836914062]"
874,0,38,0.0664782002568245,"[429.0443420410156, 589.1399536132812, 510.9515686035156, 628.1263427734375]"
874,0,38,0.05212656036019325,"[362.3213806152344, 568.2279663085938, 511.2363586425781, 630.21533203125]"
874,0,38,0.04414656013250351,"[381.6674499511719, 610.2695922851562, 486.8072509765625, 673.9517822265625]"
874,0,60,0.03879798203706741,"[492.5732116699219, 646.6426391601562, 1053.464599609375, 994.5473022460938]"
874,0,60,0.011737711727619171,"[809.2984619140625, 535.844970703125, 1193.3245849609375, 628.0188598632812]"
967,0,60,0.5707581043243408,"[471.5189208984375, 630.843994140625, 1584.9683837890625, 1008.9012451171875]"
967,0,60,0.23521845042705536,"[432.9802551269531, 626.37060546875, 1557.3028564453125, 785.85791015625]"
967,0,38,0.08504275232553482,"[1483.535400390625, 607.3295288085938, 1565.2508544921875, 658.8304443359375]"
967,0,32,0.06334548443555832,"[1480.654296875, 608.8525390625, 1531.3763427734375, 655.1560668945312]"
967,0,60,0.06215498223900795,"[979.6596069335938, 664.3804931640625, 1525.1927490234375, 1013.3161010742188]"
967,0,60,0.044703081250190735,"[473.31976318359375, 649.4769897460938, 1051.955810546875, 990.9967041015625]"
967,0,60,0.041930630803108215,"[477.6184387207031, 632.7514038085938, 1071.4599609375, 767.9760131835938]"
967,0,60,0.025396578013896942,"[930.5250854492188, 633.5706176757812, 1547.774169921875, 777.33837890625]"
1041,0,60,0.4576425552368164,"[459.8268737792969, 623.8810424804688, 1550.2054443359375, 992.938720703125]"
1041,0,60,0.26024872064590454,"[957.3837280273438, 632.2236328125, 1521.268798828125, 1012.4835205078125]"
1041,0,60,0.15178143978118896,"[451.40435791015625, 621.1643676757812, 1539.9903564453125, 785.4370727539062]"
1041,0,60,0.055349014699459076,"[505.0033874511719, 615.9365844726562, 1059.9898681640625, 1007.400390625]"
1041,0,38,0.015644032508134842,"[410.32257080078125, 575.4257202148438, 580.8445434570312, 637.927734375]"
1041,0,38,0.013271891511976719,"[498.9023742675781, 584.5296630859375, 605.2462158203125, 638.4334106445312]"
1041,0,38,0.012878956273198128,"[919.3411254882812, 550.7744140625, 1072.2513427734375, 715.5562133789062]"
1041,0,60,0.012865806929767132,"[915.33837890625, 633.5310668945312, 1543.501220703125, 771.34423828125]"
1041,0,60,0.010274729691445827,"[455.44952392578125, 622.6900024414062, 1079.760986328125, 759.8543090820312]"
1110,0,60,0.5604202151298523,"[467.1177062988281, 623.7794189453125, 1570.8048095703125, 1014.314697265625]"
1110,0,60,0.2232825607061386,"[440.5119934082031, 622.555908203125, 1568.775634765625, 793.9304809570312]"
1110,0,38,0.06720822304487228,"[411.18438720703125, 507.9471740722656, 828.6444091796875, 621.7864990234375]"
1110,0,32,0.06082245334982872,"[1519.3577880859375, 614.0365600585938, 1566.3668212890625, 655.1748657226562]"
1110,0,60,0.0559636652469635,"[497.317138671875, 619.5104370117188, 1050.1151123046875, 1004.8660278320312]"
1110,0,38,0.048888351768255234,"[1516.3023681640625, 610.869384765625, 1596.2574462890625, 664.0355224609375]"
1110,0,60,0.034632451832294464,"[1038.371826171875, 732.005859375, 1472.4876708984375, 1003.9871215820312]"
1110,0,32,0.018913177773356438,"[438.4072265625, 508.3996887207031, 478.64227294921875, 544.7257080078125]"
1110,0,60,0.01873418688774109,"[461.16754150390625, 621.113525390625, 1075.5465087890625, 762.2272338867188]"
1110,0,60,0.018346987664699554,"[930.9620971679688, 633.1890258789062, 1551.7698974609375, 774.254638671875]"
1110,0,38,0.014501023106276989,"[979.1448974609375, 588.7484130859375, 1012.877685546875, 786.4979248046875]"
1110,0,38,0.010944430716335773,"[919.18896484375, 549.9016723632812, 1070.8497314453125, 730.4922485351562]"
1110,0,38,0.010643322952091694,"[961.6123046875, 573.2332153320312, 1027.6314697265625, 795.074951171875]"
1110,0,38,0.010392782278358936,"[434.6386413574219, 527.69189453125, 551.236328125, 606.353515625]"
2098,0,60,0.45961520075798035,"[410.5632019042969, 625.6053466796875, 1550.0106201171875, 1019.7905883789062]"
2098,0,60,0.18783502280712128,"[444.9970703125, 623.8902587890625, 1537.095947265625, 778.4050903320312]"
2098,0,38,0.09794162958860397,"[455.25439453125, 596.9613037109375, 513.0308837890625, 638.0889892578125]"
2098,0,60,0.09454885125160217,"[926.485595703125, 639.7671508789062, 1509.7080078125, 1019.18359375]"
2098,0,38,0.05405772849917412,"[365.5702819824219, 573.1065673828125, 505.93096923828125, 637.692138671875]"
2098,0,60,0.0527614951133728,"[487.2317199707031, 605.5457153320312, 1089.1910400390625, 1007.134521484375]"
2098,0,38,0.029951294884085655,"[456.50823974609375, 544.0579833984375, 526.090087890625, 624.5973510742188]"
2098,0,60,0.022137653082609177,"[449.55792236328125, 621.174072265625, 1077.3756103515625, 759.6373901367188]"
2098,0,60,0.021994056180119514,"[639.6361083984375, 621.67822265625, 938.169189453125, 766.8074340820312]"
2159,0,60,0.5022438764572144,"[423.65631103515625, 627.5352172851562, 1552.9388427734375, 1016.1986694335938]"
2159,0,60,0.23627325892448425,"[454.175048828125, 622.2305908203125, 1548.3040771484375, 782.6126098632812]"
2159,0,60,0.17462722957134247,"[490.73736572265625, 612.7579956054688, 1080.9984130859375, 997.8806762695312]"
2159,0,32,0.08974818140268326,"[1558.806884765625, 642.8029174804688, 1610.0457763671875, 687.7389526367188]"
2159,0,32,0.07582908868789673,"[572.6107177734375, 591.5991821289062, 591.5166625976562, 616.3985595703125]"
2159,0,38,0.04912889376282692,"[1552.8890380859375, 629.322509765625, 1634.9305419921875, 687.9888916015625]"
2159,0,60,0.030698532238602638,"[1039.552978515625, 730.7700805664062, 1484.7420654296875, 1004.5291748046875]"
2159,0,60,0.029001444578170776,"[445.32440185546875, 621.4046020507812, 1070.648681640625, 760.1903076171875]"
2159,0,60,0.016784802079200745,"[935.9625854492188, 633.1796264648438, 1547.711181640625, 776.0010375976562]"
2159,0,32,0.01363698672503233,"[331.0121765136719, 831.3385009765625, 369.13446044921875, 880.9989624023438]"
2159,0,38,0.0108509361743927,"[1567.952392578125, 618.0445556640625, 1673.2386474609375, 688.1255493164062]"
2214,0,60,0.46607646346092224,"[447.34326171875, 628.5701904296875, 1577.9188232421875, 1015.4127197265625]"
2214,0,60,0.15059691667556763,"[440.6048278808594, 624.9132080078125, 1575.2686767578125, 806.0382690429688]"
2214,0,38,0.09078656882047653,"[435.0528259277344, 546.5748901367188, 532.8809204101562, 611.3834228515625]"
2214,0,60,0.0685882642865181,"[498.1476745605469, 649.8056030273438, 1110.489990234375, 993.314453125]"
2214,0,60,0.03149980306625366,"[461.5802917480469, 632.8412475585938, 1083.7486572265625, 767.078369140625]"
2214,0,60,0.02076452411711216,"[1038.787109375, 734.9893188476562, 1492.66259765625, 1003.0540771484375]"
2214,0,60,0.01420912891626358,"[933.3333740234375, 633.717041015625, 1550.6307373046875, 775.9457397460938]"
