Event frame,Sequence frame,Class ID,Score,Bboxes
58,-10,60,0.45814836025238037,"[287.1009826660156, 541.1766967773438, 1451.6236572265625, 924.843994140625]"
58,-10,60,0.27144116163253784,"[275.7100524902344, 526.44873046875, 1404.440185546875, 696.5767822265625]"
58,-10,60,0.18936091661453247,"[896.8623046875, 542.7941284179688, 1404.7841796875, 940.4681396484375]"
58,-10,38,0.037352126091718674,"[1472.0997314453125, 517.1228637695312, 1570.3624267578125, 649.5789794921875]"
58,-10,60,0.01670297607779503,"[1024.5234375, 537.1304321289062, 1367.5465087890625, 683.8178100585938]"
58,-10,60,0.016288891434669495,"[389.19775390625, 612.7117919921875, 923.9937744140625, 914.9140014648438]"
58,-8,60,0.44369015097618103,"[290.3776550292969, 538.879150390625, 1455.88037109375, 924.3485717773438]"
58,-8,60,0.274385929107666,"[277.3345947265625, 526.8424072265625, 1392.5992431640625, 698.3845825195312]"
58,-8,60,0.21258161962032318,"[894.8292236328125, 543.4948120117188, 1404.9410400390625, 940.1699829101562]"
58,-8,60,0.16187046468257904,"[360.11279296875, 519.1004028320312, 961.4983520507812, 930.0126342773438]"
58,-8,60,0.022296464070677757,"[1028.32666015625, 537.6683349609375, 1365.59326171875, 684.1188354492188]"
58,-8,32,0.021913956850767136,"[1563.008544921875, 826.7305297851562, 1603.1402587890625, 905.6821899414062]"
58,-8,38,0.019869975745677948,"[307.17999267578125, 511.3316955566406, 361.7644958496094, 543.4141235351562]"
58,-8,38,0.019588055089116096,"[1472.7469482421875, 516.3137817382812, 1571.9390869140625, 648.2808837890625]"
58,-8,38,0.016094880178570747,"[250.50497436523438, 403.93878173828125, 318.2885437011719, 530.7719116210938]"
58,-8,60,0.013405432924628258,"[301.1414794921875, 545.7384643554688, 989.8995971679688, 674.2118530273438]"
58,-8,60,0.011563110165297985,"[398.5807800292969, 649.8738403320312, 853.0145874023438, 917.7725830078125]"
58,-8,32,0.010119621641933918,"[1198.1427001953125, 405.7850036621094, 1224.569580078125, 429.8603515625]"
58,-6,60,0.5125794410705566,"[290.0840148925781, 539.7369384765625, 1457.181640625, 924.5291748046875]"
58,-6,60,0.25566819310188293,"[295.1441955566406, 530.4650268554688, 1431.257568359375, 738.2438354492188]"
58,-6,60,0.2111881524324417,"[896.334228515625, 540.9742431640625, 1403.12744140625, 939.71923828125]"
58,-6,60,0.18468087911605835,"[357.3818664550781, 518.7625732421875, 959.1434326171875, 929.9378051757812]"
58,-6,60,0.028904296457767487,"[1016.3136596679688, 537.334716796875, 1372.28271484375, 681.6467895507812]"
58,-6,38,0.02447623386979103,"[251.138671875, 404.6517639160156, 318.32666015625, 529.5972290039062]"
58,-6,60,0.024355445057153702,"[295.0305480957031, 526.9202880859375, 1003.0986938476562, 676.460693359375]"
58,-6,38,0.02072429284453392,"[1472.570556640625, 515.8009033203125, 1573.9970703125, 645.855712890625]"
