Event frame,Sequence frame,Class ID,Score,Bboxes
58,-10,60,0.4581483602523803,"[287.1009826660156, 541.1766967773438, 1451.6236572265625, 924.843994140625]"
58,-10,60,0.2714411616325378,"[275.7100524902344, 526.44873046875, 1404.440185546875, 696.5767822265625]"
58,-10,60,0.1893609166145324,"[896.8623046875, 542.7941284179688, 1404.7841796875, 940.4681396484375]"
58,-10,38,0.0373521260917186,"[1472.0997314453125, 517.1228637695312, 1570.3624267578125, 649.5789794921875]"
58,-10,60,0.016702976077795,"[1024.5234375, 537.1304321289062, 1367.5465087890625, 683.8178100585938]"
58,-10,60,0.0162888914346694,"[389.19775390625, 612.7117919921875, 923.9937744140625, 914.9140014648438]"
58,-8,60,0.443690150976181,"[290.3776550292969, 538.879150390625, 1455.88037109375, 924.3485717773438]"
58,-8,60,0.274385929107666,"[277.3345947265625, 526.8424072265625, 1392.5992431640625, 698.3845825195312]"
58,-8,60,0.2125816196203231,"[894.8292236328125, 543.4948120117188, 1404.9410400390625, 940.1699829101562]"
58,-8,60,0.161870464682579,"[360.11279296875, 519.1004028320312, 961.4983520507812, 930.0126342773438]"
58,-8,60,0.0222964640706777,"[1028.32666015625, 537.6683349609375, 1365.59326171875, 684.1188354492188]"
58,-8,32,0.0219139568507671,"[1563.008544921875, 826.7305297851562, 1603.1402587890625, 905.6821899414062]"
58,-8,38,0.0198699757456779,"[307.17999267578125, 511.3316955566406, 361.7644958496094, 543.4141235351562]"
58,-8,38,0.019588055089116,"[1472.7469482421875, 516.3137817382812, 1571.9390869140625, 648.2808837890625]"
58,-8,38,0.0160948801785707,"[250.50497436523438, 403.93878173828125, 318.2885437011719, 530.7719116210938]"
58,-8,60,0.0134054329246282,"[301.1414794921875, 545.7384643554688, 989.8995971679688, 674.2118530273438]"
58,-8,60,0.0115631101652979,"[398.5807800292969, 649.8738403320312, 853.0145874023438, 917.7725830078125]"
58,-8,32,0.0101196216419339,"[1198.1427001953125, 405.7850036621094, 1224.569580078125, 429.8603515625]"
58,-6,60,0.5125794410705566,"[290.0840148925781, 539.7369384765625, 1457.181640625, 924.5291748046875]"
58,-6,60,0.2556681931018829,"[295.1441955566406, 530.4650268554688, 1431.257568359375, 738.2438354492188]"
58,-6,60,0.2111881524324417,"[896.334228515625, 540.9742431640625, 1403.12744140625, 939.71923828125]"
58,-6,60,0.1846808791160583,"[357.3818664550781, 518.7625732421875, 959.1434326171875, 929.9378051757812]"
58,-6,60,0.0289042964577674,"[1016.3136596679688, 537.334716796875, 1372.28271484375, 681.6467895507812]"
58,-6,38,0.024476233869791,"[251.138671875, 404.6517639160156, 318.32666015625, 529.5972290039062]"
58,-6,60,0.0243554450571537,"[295.0305480957031, 526.9202880859375, 1003.0986938476562, 676.460693359375]"
58,-6,38,0.0207242928445339,"[1472.570556640625, 515.8009033203125, 1573.9970703125, 645.855712890625]"
58,-6,32,0.0203244462609291,"[1195.7119140625, 406.31005859375, 1224.9000244140625, 428.87158203125]"
58,-4,60,0.4091621339321136,"[307.4429016113281, 531.3021850585938, 1428.1259765625, 922.5487060546875]"
58,-4,60,0.3264456391334533,"[271.81744384765625, 526.3052368164062, 1394.8148193359375, 689.2108154296875]"
58,-4,60,0.2091591656208038,"[900.16015625, 542.4025268554688, 1404.376953125, 939.6973266601562]"
58,-4,32,0.0275135226547718,"[1154.526611328125, 416.4710998535156, 1191.0068359375, 441.44927978515625]"
58,-4,60,0.0266114510595798,"[883.2239990234375, 537.111083984375, 1422.4654541015625, 686.11767578125]"
58,-4,60,0.0204915478825569,"[387.3267822265625, 635.3228759765625, 884.2745361328125, 916.7542724609375]"
58,-4,38,0.0179779697209596,"[1475.262939453125, 513.1851806640625, 1575.7266845703125, 640.7198486328125]"
58,-4,32,0.0143674314022064,"[1149.6431884765625, 412.8773498535156, 1198.824462890625, 450.6517639160156]"
58,-2,60,0.4330630600452423,"[328.29791259765625, 521.7266845703125, 1091.5849609375, 933.6864013671875]"
58,-2,60,0.2513324916362762,"[267.549560546875, 525.21337890625, 1401.620849609375, 691.0940551757812]"
58,-2,60,0.1929112523794174,"[853.1002197265625, 543.196533203125, 1414.274658203125, 939.5211791992188]"
