Event frame,Sequence frame,Class ID,Score,Bboxes
3074,-10,60,0.4663727283477783,"[319.5287780761719, 540.9078979492188, 1314.8338623046875, 927.393798828125]"
3074,-10,60,0.22239378094673157,"[831.3779296875, 536.111328125, 1428.096923828125, 938.7576293945312]"
3074,-10,60,0.21015380322933197,"[301.91534423828125, 528.9157104492188, 1429.893310546875, 701.8797607421875]"
3074,-10,38,0.026268845424056053,"[1168.2347412109375, 376.1341552734375, 1220.927001953125, 398.98974609375]"
3074,-10,60,0.01991824433207512,"[368.4188232421875, 632.5348510742188, 892.1908569335938, 917.3091430664062]"
3074,-10,38,0.01126105897128582,"[1162.5819091796875, 413.6341857910156, 1290.0291748046875, 530.8264770507812]"
3074,-10,60,0.010870174504816532,"[1135.38232421875, 414.7123718261719, 1221.1080322265625, 536.2108764648438]"
3074,-8,60,0.4431803524494171,"[320.6946716308594, 542.2241821289062, 1320.2747802734375, 928.2109985351562]"
3074,-8,60,0.24296647310256958,"[304.13970947265625, 525.010009765625, 1431.4952392578125, 702.6450805664062]"
3074,-8,60,0.2347390204668045,"[833.8032836914062, 535.565185546875, 1427.797119140625, 939.3599243164062]"
3074,-8,38,0.029029037803411484,"[1167.220703125, 377.732421875, 1222.228271484375, 399.5275573730469]"
3074,-8,38,0.01549160573631525,"[1157.192626953125, 411.1802978515625, 1290.342041015625, 532.6780395507812]"
3074,-8,38,0.01033962145447731,"[546.7735595703125, 292.6292724609375, 583.6694946289062, 389.3890686035156]"
3074,-8,60,0.010324737057089806,"[355.88232421875, 606.0861206054688, 969.2618408203125, 915.0845947265625]"
3074,-8,60,0.01012200303375721,"[508.8771667480469, 522.670166015625, 850.8523559570312, 692.9667358398438]"
3074,-6,60,0.5099416971206665,"[306.48065185546875, 519.4686279296875, 1145.96630859375, 931.5499877929688]"
3074,-6,60,0.24612031877040863,"[835.3644409179688, 535.4474487304688, 1427.9744873046875, 939.0975952148438]"
3074,-6,60,0.2410719096660614,"[304.7101745605469, 527.0712280273438, 1433.289794921875, 702.676513671875]"
3074,-6,60,0.020832335576415062,"[366.24322509765625, 632.2250366210938, 888.4130859375, 917.3696899414062]"
3074,-6,38,0.0131254643201828,"[1168.26416015625, 376.9847106933594, 1220.613525390625, 399.95281982421875]"
3074,-6,60,0.010691922158002853,"[506.19879150390625, 521.891357421875, 852.8135986328125, 691.75390625]"
3074,-4,60,0.4695489704608917,"[290.0564270019531, 533.0739135742188, 1416.060546875, 920.5321655273438]"
3074,-4,60,0.2520730495452881,"[302.7841796875, 527.7312622070312, 1428.772705078125, 704.1688842773438]"
3074,-4,60,0.21596114337444305,"[832.66259765625, 536.5043334960938, 1428.1129150390625, 938.8472290039062]"
3074,-4,60,0.024933667853474617,"[368.6949768066406, 633.1551513671875, 888.276123046875, 917.018310546875]"
3074,-4,38,0.01618739776313305,"[1141.6312255859375, 409.127197265625, 1290.6710205078125, 534.386962890625]"
3074,-4,38,0.010585763491690159,"[1166.5072021484375, 378.7300720214844, 1218.5810546875, 402.8364562988281]"
3074,-2,60,0.49816983938217163,"[306.6808776855469, 518.4749145507812, 1150.7916259765625, 931.5416870117188]"
3074,-2,60,0.21894271671772003,"[832.2498168945312, 535.7671508789062, 1428.8095703125, 938.7594604492188]"
3074,-2,60,0.21080850064754486,"[313.3309631347656, 527.4031982421875, 1421.4111328125, 743.1181030273438]"
3074,-2,60,0.05049023777246475,"[308.7378234863281, 525.018798828125, 1002.4700317382812, 683.77685546875]"
3074,-2,60,0.020978622138500214,"[371.77508544921875, 632.096923828125, 893.4444580078125, 917.6671142578125]"
3074,-2,38,0.011800768785178661,"[1141.71240234375, 409.11761474609375, 1290.5821533203125, 534.80322265625]"
3074,-2,60,0.011674444191157818,"[1129.93017578125, 411.0782165527344, 1306.9595947265625, 539.00830078125]"
3074,-2,60,0.011562460102140903,"[503.23809814453125, 522.5455932617188, 853.50927734375, 691.7601318359375]"
3074,-2,38,0.01016155257821083,"[1171.7174072265625, 379.3655700683594, 1221.6275634765625, 401.6676330566406]"
3074,0,60,0.4831487834453583,"[305.691162109375, 522.0184936523438, 1159.1148681640625, 931.4671630859375]"
3074,0,60,0.2089388370513916,"[833.3001708984375, 535.6743774414062, 1429.39453125, 938.6923217773438]"
3074,0,60,0.19337919354438782,"[310.6761779785156, 527.2652587890625, 1419.898681640625, 750.8970336914062]"
3074,0,60,0.04139554500579834,"[309.1593322753906, 525.087890625, 1013.1754760742188, 683.5692138671875]"
3074,0,38,0.01714690402150154,"[1138.8804931640625, 406.2297668457031, 1290.9937744140625, 534.5264282226562]"
3074,0,60,0.016855673864483833,"[363.7250671386719, 632.1754760742188, 895.8331298828125, 916.4605712890625]"
3074,0,38,0.016624290496110916,"[1170.7943115234375, 379.015380859375, 1222.337890625, 402.6545104980469]"
3074,0,60,0.011292191222310066,"[1129.3516845703125, 410.56884765625, 1307.114990234375, 537.7579956054688]"
3074,2,60,0.4223640561103821,"[312.6401672363281, 542.188232421875, 1447.7574462890625, 928.1931762695312]"
3074,2,60,0.2427031546831131,"[308.2762145996094, 526.162353515625, 1435.12646484375, 703.6982421875]"
3074,2,60,0.016207978129386902,"[928.1805419921875, 596.4658813476562, 1405.480712890625, 926.9947509765625]"
3074,2,60,0.013369949534535408,"[367.7548522949219, 589.3311157226562, 961.5604248046875, 921.287841796875]"
3074,4,60,0.41721248626708984,"[305.30755615234375, 521.4906005859375, 1159.4432373046875, 930.4818115234375]"
3074,4,60,0.21906700730323792,"[828.556396484375, 535.638916015625, 1430.518310546875, 938.5437622070312]"
3074,4,60,0.1655898243188858,"[298.37933349609375, 529.5989379882812, 1419.19189453125, 747.5562133789062]"
3074,4,60,0.03686148673295975,"[307.63140869140625, 526.5603637695312, 990.779052734375, 683.1013793945312]"
3074,4,60,0.022593142464756966,"[362.0487060546875, 632.4013671875, 887.4034423828125, 915.568115234375]"
3074,4,60,0.011566570959985256,"[1128.911865234375, 409.6271057128906, 1311.3568115234375, 538.3410034179688]"
3074,4,38,0.010196223855018616,"[1138.698486328125, 405.4393005371094, 1292.325927734375, 533.5985107421875]"
3074,6,60,0.41747182607650757,"[305.2056579589844, 528.1268920898438, 1098.5244140625, 924.945068359375]"
3074,6,60,0.25455573201179504,"[312.44647216796875, 525.1865844726562, 1437.2398681640625, 699.6864624023438]"
3074,6,60,0.23948606848716736,"[832.2854614257812, 536.2484741210938, 1431.4783935546875, 939.1378784179688]"
3074,6,38,0.018097296357154846,"[567.6669921875, 334.4735412597656, 595.19189453125, 393.6600646972656]"
3074,6,60,0.012470760382711887,"[1130.158935546875, 409.79010009765625, 1310.1300048828125, 537.6326293945312]"
3074,8,60,0.3921535015106201,"[277.16015625, 532.8866577148438, 1454.78515625, 930.6073608398438]"
3074,8,60,0.199342280626297,"[315.8154296875, 529.9868774414062, 1455.4697265625, 704.4989624023438]"
3074,8,60,0.19292764365673065,"[865.7255859375, 546.3092651367188, 1444.83056640625, 938.9710083007812]"
3074,8,60,0.018765244632959366,"[1129.9871826171875, 409.9653015136719, 1309.44775390625, 538.5664672851562]"
3074,8,60,0.016663571819663048,"[373.0316162109375, 598.7250366210938, 949.9925537109375, 915.6294555664062]"
