Path,Stroke,Event frame,Sequence frame,Player_1 keypoints,Player_2 keypoints
videos/game_1.mp4,LF,58,2295,"[[361.8901062011719, 334.7154541015625, 0.6867984533309937], [366.1996765136719, 324.640625, 0.8010499477386475], [350.3979187011719, 321.7620849609375, 1.46837317943573], [363.32659912109375, 330.3976745605469, 0.185713529586792], [318.7944030761719, 327.5191345214844, 0.6756161451339722], [356.1440124511719, 377.8932189941406, 0.33521077036857605], [275.69866943359375, 373.575439453125, 0.18133626878261566], [363.32659912109375, 448.41693115234375, 0.06369520723819733], [269.95257568359375, 452.7347412109375, 0.30324289202690125], [397.8031921386719, 474.32366943359375, 0.09461069107055664], [336.03265380859375, 441.2206726074219, 0.1826203316450119], [323.10394287109375, 501.6695861816406, 0.1610657423734665], [264.20648193359375, 495.9125061035156, 0.15637677907943726], [393.49365234375, 588.025146484375, 0.15023721754550934], [264.20648193359375, 606.7355346679688, 0.5233626365661621], [399.23968505859375, 672.9414672851562, 0.0678100734949112], [225.4203338623047, 731.9511108398438, 0.33922916650772095]]","[[1616.0379638671875, 481.652587890625, 0.6438122391700745], [1621.7947998046875, 467.2731628417969, 0.8839927911758423], [1621.7947998046875, 465.8351745605469, 0.500653088092804], [1646.2623291015625, 480.2146301269531, 1.2191712856292725], [1703.8323974609375, 483.0905456542969, 0.34777572751045227], [1582.9349365234375, 550.6738891601562, 0.42686763405799866], [1748.449462890625, 593.8121948242188, 0.2698451578617096], [1476.4300537109375, 619.6951904296875, 1.0911874771118164], [1775.795166015625, 724.6651611328125, 0.8034464120864868], [1473.551513671875, 678.6509399414062, 0.5468951463699341], [1875.103759765625, 769.241455078125, 0.5923302173614502], [1613.1593017578125, 829.6350708007812, 0.2645649313926697], [1705.271728515625, 818.1314697265625, 0.2639314532279968], [1490.8226318359375, 980.619140625, 0.4704169034957886], [1690.879150390625, 874.2113647460938, 0.487628698348999], [1703.8323974609375, 943.232666015625, 0.4945807456970215], [1703.8323974609375, 941.794677734375, 0.62935471534729]]"
videos/game_1.mp4,LF,58,2296,"[[359.4736328125, 332.6751403808594, 0.980564296245575], [363.7896728515625, 324.0520324707031, 1.1565629243850708], [347.9642028808594, 322.6148376464844, 1.977834701538086], [359.4736328125, 329.80078125, 0.16097183525562286], [316.3132019042969, 324.0520324707031, 0.9235080480575562], [355.1575927734375, 377.2279968261719, 0.3910907506942749], [276.0301513671875, 370.04205322265625, 0.1787143498659134], [359.4736328125, 449.08740234375, 0.06994513422250748], [268.83673095703125, 456.2733459472656, 0.37373337149620056], [389.68597412109375, 466.3336486816406, 0.07813387364149094], [333.577392578125, 441.90142822265625, 0.18771061301231384], [320.6292724609375, 499.38897705078125, 0.16547183692455292], [261.6433410644531, 497.9517822265625, 0.14655013382434845], [391.1246643066406, 588.49462890625, 0.1679116040468216], [260.20465087890625, 607.1781005859375, 0.5315020680427551], [395.4406433105469, 673.2887573242188, 0.056647755205631256], [217.04421997070312, 732.2134399414062, 0.28825804591178894]]","[[1614.989990234375, 480.8795166015625, 0.582282543182373], [1619.306396484375, 466.49981689453125, 0.6912339329719543], [1620.7451171875, 466.49981689453125, 0.41855916380882263], [1639.449462890625, 479.4415283203125, 1.5346229076385498], [1702.7559814453125, 483.7554626464844, 0.34251126646995544], [1583.336669921875, 551.3400268554688, 0.4286026656627655], [1745.91943359375, 594.4791259765625, 0.2904273271560669], [1479.7440185546875, 623.238525390625, 0.6856416463851929], [1770.37890625, 726.7723388671875, 0.9139502048492432], [1472.5501708984375, 667.8156127929688, 0.1804787963628769], [1865.3387451171875, 761.2835693359375, 1.0662941932678223], [1609.23486328125, 833.1820678710938, 0.25372591614723206], [1704.1947021484375, 820.2403564453125, 0.26574525237083435], [1485.499267578125, 979.85498046875, 0.4482004642486572], [1695.5621337890625, 879.1971435546875, 0.5395057797431946], [1702.7559814453125, 941.0298461914062, 0.4724509119987488], [1704.1947021484375, 941.0298461914062, 0.5548105835914612]]"
videos/game_1.mp4,LF,58,2297,"[[357.3296813964844, 333.71197509765625, 0.7027287483215332], [360.2054443359375, 322.2027282714844, 0.8420060873031616], [347.2646179199219, 322.2027282714844, 1.4506546258926392], [363.0811767578125, 327.95733642578125, 0.12808379530906677], [314.1936950683594, 325.0800476074219, 0.6497271060943604], [350.140380859375, 376.8716735839844, 0.34477728605270386], [272.4955139160156, 369.67840576171875, 0.21234403550624847], [345.8267822265625, 457.4364318847656, 0.07296255975961685], [269.6197814941406, 455.997802734375, 0.38066229224205017], [378.8976745605469, 460.3137512207031, 0.10209422558546066], [334.3238220214844, 441.6112060546875, 0.21921366453170776], [317.0694274902344, 503.4734802246094, 0.16400866210460663], [259.5547180175781, 503.4734802246094, 0.14749173820018768], [387.52490234375, 588.3541870117188, 0.18665698170661926], [256.6789855957031, 607.0567626953125, 0.5085934996604919], [404.7793273925781, 676.1123046875, 0.05964053422212601], [210.667236328125, 727.9039306640625, 0.3674946129322052]]","[[1612.59228515625, 481.05938720703125, 0.47259756922721863], [1616.9012451171875, 466.668701171875, 0.7171049118041992], [1618.3375244140625, 466.668701171875, 0.452479749917984], [1635.5733642578125, 478.1812744140625, 1.5690163373947144], [1701.6439208984375, 486.815673828125, 0.3515433371067047], [1580.9932861328125, 550.134765625, 0.3476550579071045], [1743.2969970703125, 594.7459716796875, 0.3949451744556427], [1484.7601318359375, 632.1618041992188, 0.5971494317054749], [1766.278076171875, 731.4577026367188, 1.0122090578079224], [1468.960693359375, 686.8465576171875, 0.26852622628211975], [1853.8935546875, 755.9219970703125, 0.6669384837150574], [1608.2833251953125, 840.8271484375, 0.2777877449989319], [1703.0802001953125, 824.997314453125, 0.2534230649471283], [1483.3238525390625, 981.8560791015625, 0.4210893213748932], [1694.4622802734375, 876.803955078125, 0.4436280429363251], [1701.6439208984375, 937.2449340820312, 0.3874030113220215], [1708.825439453125, 943.0011596679688, 0.4849685728549957]]"
videos/game_1.mp4,LF,58,2298,"[[355.28387451171875, 333.582275390625, 1.2300366163253784], [359.5830383300781, 323.5094299316406, 1.3594189882278442], [345.2524719238281, 323.5094299316406, 1.3311262130737305], [356.7169189453125, 326.38739013671875, 0.1804087609052658], [312.292236328125, 324.94842529296875, 1.4608482122421265], [345.2524719238281, 379.6294250488281, 0.3590395450592041], [267.8675537109375, 370.9955749511719, 0.23378567397594452], [345.2524719238281, 461.6509704589844, 0.08341681212186813], [269.30059814453125, 453.0171203613281, 0.5166292190551758], [378.21270751953125, 467.4068908691406, 0.09023556113243103], [336.6541442871094, 441.5053405761719, 0.3182096481323242], [313.7253112792969, 503.3812561035156, 0.16216997802257538], [256.40313720703125, 499.0643310546875, 0.1439734846353531], [382.51190185546875, 586.841796875, 0.2263977974653244], [253.53701782226562, 606.9874267578125, 0.5209985375404358], [396.8424377441406, 673.1802368164062, 0.09355834871530533], [203.380126953125, 726.4223022460938, 0.28518930077552795]]","[[1614.19384765625, 483.38739013671875, 0.5213086009025574], [1614.19384765625, 466.1369934082031, 0.7038908004760742], [1615.631103515625, 463.2619323730469, 0.4096081554889679], [1631.4398193359375, 476.1997375488281, 0.9997228980064392], [1698.9866943359375, 484.8249206542969, 0.3322441577911377], [1582.5762939453125, 553.8264770507812, 0.3968108296394348], [1737.7900390625, 595.514892578125, 0.3406204879283905], [1496.3465576171875, 638.6409301757812, 0.44298306107521057], [1760.78466796875, 730.6429443359375, 0.884589672088623], [1467.603271484375, 681.7669067382812, 0.3599301278591156], [1839.82861328125, 740.7057495117188, 0.5867540240287781], [1608.4453125, 844.2081298828125, 0.2607232928276062], [1704.7352294921875, 824.0825805664062, 0.2721695601940155], [1480.5377197265625, 983.648681640625, 0.4220088720321655], [1696.1123046875, 878.7088623046875, 0.41530805826187134], [1704.7352294921875, 941.9602661132812, 0.24546082317829132], [1706.1724853515625, 940.522705078125, 0.3800458610057831]]"
videos/game_1.mp4,LF,58,2299,"[[352.94097900390625, 332.1063537597656, 1.451312780380249], [355.8168029785156, 322.05377197265625, 1.2623130083084106], [342.8755798339844, 322.05377197265625, 1.0171523094177246], [355.8168029785156, 326.36199951171875, 0.2005869299173355], [311.2415466308594, 324.9259338378906, 1.105581283569336], [344.3135070800781, 376.6249084472656, 0.2899792492389679], [268.104248046875, 370.880615234375, 0.2597980201244354], [342.8755798339844, 455.6094665527344, 0.0834871307015419], [268.104248046875, 454.1734313964844, 0.5668037533760071], [363.00634765625, 459.91778564453125, 0.10294385999441147], [331.372314453125, 444.120849609375, 0.38993045687675476], [311.2415466308594, 501.5641174316406, 0.14207011461257935], [256.6009521484375, 501.5641174316406, 0.14752095937728882], [383.1370849609375, 592.037353515625, 0.2885621190071106], [249.41139221191406, 609.2703857421875, 0.5322312712669373], [397.5162048339844, 675.3302612304688, 0.09729810804128647], [196.20870971679688, 725.5931396484375, 0.31823888421058655]]","[[1611.58251953125, 480.8791198730469, 0.3685905933380127], [1611.58251953125, 463.6317138671875, 0.5071845650672913], [1613.02197265625, 463.6317138671875, 0.22723856568336487], [1627.4171142578125, 473.69268798828125, 0.8330600261688232], [1699.393310546875, 486.6282653808594, 0.40231260657310486], [1579.9130859375, 555.6178588867188, 0.36442509293556213], [1731.062744140625, 592.9872436523438, 0.28207847476005554], [1505.0579833984375, 650.4786376953125, 0.5380288362503052], [1748.3369140625, 729.5292358398438, 1.0485951900482178], [1463.3118896484375, 687.8480224609375, 0.46015387773513794], [1815.994384765625, 729.5292358398438, 0.5700310468673706], [1607.263916015625, 845.94921875, 0.2326052486896515], [1700.832763671875, 825.8272094726562, 0.24754205346107483], [1479.1466064453125, 986.8031005859375, 0.48728567361831665], [1699.393310546875, 880.4440307617188, 0.21867656707763672], [1699.393310546875, 932.186279296875, 0.21287789940834045], [1700.832763671875, 932.186279296875, 0.25769689679145813]]"
videos/game_1.mp4,LF,58,2300,"[[351.4564208984375, 333.1856384277344, 1.7844096422195435], [354.3263854980469, 323.1117248535156, 1.3509745597839355], [341.41162109375, 321.672607421875, 1.05588960647583], [352.8913879394531, 327.4291076660156, 0.17024707794189453], [308.4071960449219, 324.5508728027344, 1.1871932744979858], [339.97662353515625, 376.3595275878906, 0.26350727677345276], [263.92303466796875, 370.6029968261719, 0.21803246438503265], [335.6717224121094, 455.5116271972656, 0.07366346567869186], [265.3580322265625, 454.072509765625, 0.5664411783218384], [360.0662841796875, 462.70733642578125, 0.09394747763872147], [328.4968566894531, 445.437744140625, 0.4119463562965393], [309.8421936035156, 501.56378173828125, 0.14700303971767426], [252.4432830810547, 501.56378173828125, 0.1468816101551056], [378.72088623046875, 590.7898559570312, 0.31270602345466614], [243.8334197998047, 610.9376831054688, 0.5281264185905457], [395.94061279296875, 674.2593994140625, 0.10129427909851074], [189.304443359375, 723.1898193359375, 0.4044845998287201]]","[[1610.525146484375, 475.98724365234375, 0.3097420632839203], [1611.962646484375, 457.2796936035156, 0.4076027572154999], [1616.2755126953125, 455.8406677246094, 0.0628536194562912], [1617.7130126953125, 470.2310791015625, 0.5594322085380554], [1698.2181396484375, 488.9385986328125, 0.3653789758682251], [1578.8980712890625, 562.3297729492188, 0.37454941868782043], [1725.5323486328125, 596.8667602539062, 0.33821436762809753], [1511.3311767578125, 668.81884765625, 0.708215057849884], [1728.407470703125, 729.2586669921875, 0.6369131207466125], [1462.4532470703125, 693.2825927734375, 0.7789247035980225], [1787.3486328125, 709.112060546875, 0.4753448963165283], [1609.08740234375, 848.6991577148438, 0.1834324300289154], [1703.968505859375, 817.0402221679688, 0.21431775391101837], [1476.8289794921875, 983.9691772460938, 0.396597683429718], [1702.5308837890625, 884.6752319335938, 0.3367813527584076], [1676.6541748046875, 909.138916015625, 0.10445284843444824], [1711.1563720703125, 946.5540161132812, 0.41058090329170227]]"
videos/game_1.mp4,LF,58,2301,"[[349.1893005371094, 331.08154296875, 1.7975857257843018], [353.5064697265625, 322.4620056152344, 1.5171871185302734], [337.6769104003906, 321.02545166015625, 1.6519535779953003], [350.6283264160156, 326.77178955078125, 0.1661006212234497], [306.017822265625, 322.4620056152344, 0.9864577651023865], [337.6769104003906, 369.8692626953125, 0.3163895905017853], [264.285400390625, 368.43267822265625, 0.28436583280563354], [333.3597412109375, 431.642333984375, 0.10025464743375778], [265.7244567871094, 456.0642395019531, 0.46222633123397827], [357.8235778808594, 470.43011474609375, 0.10599640756845474], [329.0426330566406, 444.57159423828125, 0.25598594546318054], [304.57879638671875, 499.1617431640625, 0.15497273206710815], [248.45587158203125, 500.5982971191406, 0.14578282833099365], [372.2140808105469, 586.7933349609375, 0.3416581451892853], [239.8215789794922, 609.7786865234375, 0.5227070450782776], [388.04364013671875, 671.5516967773438, 0.09862368553876877], [183.6986846923828, 723.2686767578125, 0.37985479831695557]]","[[1607.89404296875, 474.4571228027344, 0.29578450322151184], [1613.6368408203125, 458.63592529296875, 0.45045793056488037], [1616.50830078125, 457.1976318359375, 0.08623908460140228], [1616.50830078125, 471.5805358886719, 0.5166926383972168], [1696.907470703125, 491.7166442871094, 0.3268856406211853], [1583.487060546875, 566.5078125, 0.2723812758922577], [1721.314453125, 595.2736206054688, 0.281502366065979], [1520.3162841796875, 683.009521484375, 0.519167959690094], [1715.5716552734375, 720.405029296875, 0.23681262135505676], [1472.9381103515625, 694.5158081054688, 0.5064345598220825], [1761.51416015625, 697.392333984375, 0.3541041910648346], [1617.944091796875, 842.6598510742188, 0.12456879019737244], [1705.521728515625, 816.7705688476562, 0.2137063592672348], [1475.8094482421875, 986.4890747070312, 0.3264053463935852], [1691.1646728515625, 865.672607421875, 0.07816622406244278], [1683.986328125, 913.1361694335938, 0.14233000576496124], [1708.393310546875, 937.587158203125, 0.17535339295864105]]"
videos/game_1.mp4,LF,58,2302,"[[346.9615478515625, 332.0610046386719, 1.8973127603530884], [349.83367919921875, 321.9925537109375, 1.3026410341262817], [335.4730529785156, 319.1158447265625, 0.8425197005271912], [346.9615478515625, 326.3076171875, 0.1657356470823288], [302.4435119628906, 321.9925537109375, 1.078256368637085], [334.0369567871094, 370.8965148925781, 0.3150019645690918], [260.79766845703125, 369.45819091796875, 0.27420803904533386], [331.1648254394531, 432.74566650390625, 0.07141018658876419], [262.23370361328125, 454.3209533691406, 0.5345549583435059], [354.1418762207031, 475.8962097167969, 0.10646643489599228], [328.2926940917969, 445.6908264160156, 0.29549795389175415], [302.4435119628906, 500.34820556640625, 0.15626396238803864], [245.0009307861328, 500.34820556640625, 0.14961451292037964], [368.5025329589844, 585.2109375, 0.384225070476532], [237.8206024169922, 611.101318359375, 0.5634662508964539], [385.7352600097656, 671.5120849609375, 0.09660490602254868], [177.50587463378906, 724.7311401367188, 0.4206245243549347]]","[[1605.77099609375, 470.55206298828125, 0.2860899567604065], [1610.074951171875, 457.5957336425781, 0.3772841691970825], [1615.8135986328125, 456.1561279296875, 0.10585030913352966], [1617.2481689453125, 469.1124572753906, 0.6462631225585938], [1696.1536865234375, 490.7063293457031, 0.3607635498046875], [1591.424560546875, 569.8837890625, 0.20259667932987213], [1713.3695068359375, 588.5985107421875, 0.3174108564853668], [1535.4732666015625, 693.6886596679688, 0.6360131502151489], [1743.4971923828125, 649.061279296875, 0.14349697530269623], [1482.3914794921875, 696.5678100585938, 0.5640288591384888], [1720.5428466796875, 627.4674682617188, 0.031300660222768784], [1621.5521240234375, 846.2852172851562, 0.12371658533811569], [1704.7615966796875, 823.2518310546875, 0.18206903338432312], [1472.348876953125, 987.3650512695312, 0.3806925117969513], [1674.6341552734375, 863.560302734375, 0.0565728023648262], [1691.849853515625, 915.3856201171875, 0.14079295098781586], [1714.80419921875, 942.73779296875, 0.1204834058880806]]"
videos/game_1.mp4,LF,58,2303,"[[345.4046936035156, 331.1835632324219, 1.4014863967895508], [346.840087890625, 321.1141662597656, 0.8963263630867004], [333.9214782714844, 318.2372131347656, 0.8100778460502625], [343.96929931640625, 323.99114990234375, 0.16578182578086853], [299.4718322753906, 322.5526428222656, 1.074796438217163], [332.486083984375, 370.0226135253906, 0.32672998309135437], [257.84515380859375, 370.0226135253906, 0.262520968914032], [328.1799011230469, 431.87750244140625, 0.09046780318021774], [260.7159729003906, 453.4547424316406, 0.6152904629707336], [348.2755432128906, 464.9626159667969, 0.07726062834262848], [325.3090515136719, 446.2623291015625, 0.38909003138542175], [299.4718322753906, 499.48626708984375, 0.1708090603351593], [242.0557403564453, 500.9247131347656, 0.14406873285770416], [364.06494140625, 584.3568115234375, 0.4224467873573303], [233.4433135986328, 610.2495727539062, 0.5199443697929382], [391.33758544921875, 670.6658935546875, 0.11255960166454315], [174.59182739257812, 723.8898315429688, 0.3811664283275604]]","[[1597.5950927734375, 488.5848083496094, 0.23606297373771667], [1604.7813720703125, 467.0129699707031, 0.28474190831184387], [1630.65234375, 429.621826171875, 0.07007303833961487], [1609.0933837890625, 475.6417236328125, 0.483760803937912], [1693.892333984375, 492.899169921875, 0.39101552963256836], [1597.5950927734375, 577.748291015625, 0.23463881015777588], [1705.3905029296875, 593.567626953125, 0.31912684440612793], [1554.4769287109375, 705.7410888671875, 0.4604567289352417], [1659.3978271484375, 672.664306640625, 0.08089850097894669], [1482.613525390625, 697.1123657226562, 0.6404069662094116], [1626.340576171875, 548.9859008789062, 0.03003896400332451], [1620.5914306640625, 855.3057250976562, 0.13534483313560486], [1693.892333984375, 830.8576049804688, 0.17079059779644012], [1471.1153564453125, 986.1746826171875, 0.38174566626548767], [1682.3941650390625, 865.37255859375, 0.09974265843629837], [1715.451416015625, 947.345458984375, 0.15532250702381134], [1714.0140380859375, 938.7167358398438, 0.14418931305408478]]"
videos/game_1.mp4,LF,58,2304,"[[342.31231689453125, 328.7681579589844, 1.3108832836151123], [346.61810302734375, 318.7010498046875, 1.6037230491638184], [332.2655334472656, 318.7010498046875, 2.3712425231933594], [346.61810302734375, 324.45367431640625, 0.15709814429283142], [297.8193359375, 320.1391906738281, 0.9322996139526367], [329.39501953125, 373.35113525390625, 0.36318719387054443], [257.6321105957031, 370.4748229980469, 0.22443033754825592], [325.0892333984375, 430.8775329589844, 0.07652132213115692], [257.6321105957031, 449.5736083984375, 0.4623589515686035], [349.4886474609375, 476.8986511230469, 0.10497831553220749], [323.65399169921875, 448.1354064941406, 0.5029319524765015], [296.3840637207031, 501.34735107421875, 0.16962747275829315], [237.53848266601562, 502.7855529785156, 0.14590954780578613], [360.970703125, 586.1987915039062, 0.4026726484298706], [230.3621826171875, 607.7711791992188, 0.4662576913833618], [386.8053283691406, 672.4884033203125, 0.16582044959068298], [171.5166015625, 724.2621459960938, 0.35235166549682617]]","[[1593.363037109375, 486.82635498046875, 0.35292717814445496], [1597.66748046875, 471.0168762207031, 0.30410003662109375], [1626.365234375, 427.90008544921875, 0.08325725793838501], [1604.8419189453125, 478.2029724121094, 0.6070117950439453], [1692.36962890625, 492.57525634765625, 0.3324330747127533], [1597.66748046875, 585.9949340820312, 0.22770634293556213], [1699.5439453125, 587.4322509765625, 0.3077692985534668], [1558.9259033203125, 728.2803955078125, 0.5480835437774658], [1655.062744140625, 676.5402221679688, 0.03262418136000633], [1487.1820068359375, 705.2847900390625, 0.8146139979362488], [1626.365234375, 550.0642700195312, 0.09857234358787537], [1626.365234375, 854.7562255859375, 0.1131334975361824], [1693.8043212890625, 830.3234252929688, 0.14390882849693298], [1468.5284423828125, 984.1066284179688, 0.4024519920349121], [1689.499755859375, 874.87744140625, 0.1149584949016571], [1715.32763671875, 938.1154174804688, 0.22237014770507812], [1715.32763671875, 936.67822265625, 0.14673255383968353]]"
