Path,Type,Event frame,Sequence frame,Player_1 keypoints,Player_2 keypoints
videos/game_1.mp4,empty_event,58,1,"[[213.4553985595703, 400.9206237792969], [219.20033264160156, 387.970458984375], [199.09307861328125, 390.8482666015625], [227.81773376464844, 387.970458984375], [166.0596923828125, 392.28717041015625], [242.18006896972656, 425.38201904296875], [133.02630615234375, 436.8932800292969], [292.4482727050781, 464.2325134277344], [81.32189178466797, 504.52191162109375], [342.7164306640625, 504.52191162109375], [42.543582916259766, 560.6392822265625], [232.12643432617188, 563.51708984375], [161.75099182128906, 572.1505126953125], [296.7569580078125, 638.3402099609375], [191.91189575195312, 669.9962158203125], [302.50189208984375, 710.2855834960938], [180.42202758789062, 806.6923828125]]","[[1337.718017578125, 394.98455810546875], [1350.64404296875, 384.9217529296875], [1337.718017578125, 383.4842224121094], [1387.986083984375, 397.8596496582031], [1337.718017578125, 386.3592834472656], [1446.8717041015625, 455.36151123046875], [1344.899169921875, 452.4864501953125], [1511.5023193359375, 507.1131896972656], [1286.0135498046875, 474.04962158203125], [1541.6632080078125, 584.7406616210938], [1227.1279296875, 463.9867858886719], [1475.596435546875, 596.2410278320312], [1409.5296630859375, 593.365966796875], [1485.650146484375, 722.7451171875], [1329.1004638671875, 663.8056640625], [1557.4617919921875, 826.2483520507812], [1314.73828125, 764.4338989257812]]"
videos/game_1.mp4,empty_event,58,2,"[[207.7718048095703, 405.79339599609375], [216.38279724121094, 391.3976745605469], [193.420166015625, 392.83721923828125], [223.55865478515625, 389.9580993652344], [161.84649658203125, 392.83721923828125], [236.4751434326172, 428.8265380859375], [130.2728271484375, 437.4639587402344], [293.8818054199219, 460.4971008300781], [84.3475112915039, 495.04681396484375], [346.9829406738281, 503.6842346191406], [44.1628532409668, 545.4318237304688], [230.73446655273438, 565.5858764648438], [160.41131591796875, 574.2232666015625], [296.75213623046875, 641.8831176757812], [189.11463928222656, 670.674560546875], [301.0576171875, 709.54296875], [181.93882751464844, 805.9943237304688]]","[[1339.384521484375, 388.9363708496094], [1353.7447509765625, 380.3128662109375], [1340.820556640625, 377.4383544921875], [1389.64501953125, 394.6853942871094], [1391.0810546875, 393.2481689453125], [1451.3936767578125, 450.73834228515625], [1346.5645751953125, 450.73834228515625], [1511.7064208984375, 503.9167785644531], [1294.8680419921875, 472.29718017578125], [1541.8626708984375, 577.216796875], [1223.067138671875, 463.67364501953125], [1478.677978515625, 595.901123046875], [1414.057373046875, 591.58935546875], [1488.7301025390625, 719.5050048828125], [1332.2044677734375, 670.6383666992188], [1561.9669189453125, 833.0482177734375], [1313.5362548828125, 764.0599365234375]]"
videos/game_1.mp4,empty_event,58,3,"[[202.57867431640625, 409.8140563964844], [209.7638702392578, 395.41796875], [186.771240234375, 399.7367858886719], [216.94906616210938, 392.53875732421875], [153.71934509277344, 399.7367858886719], [232.75650024414062, 429.968505859375], [124.97857666015625, 438.60614013671875], [291.6750793457031, 460.20025634765625], [83.304443359375, 488.9923400878906], [344.84552001953125, 499.0696105957031], [33.00807571411133, 548.0161743164062], [231.3194580078125, 566.7310791015625], [158.0304718017578, 575.3687133789062], [298.86029052734375, 641.590576171875], [186.771240234375, 671.8223266601562], [303.17138671875, 710.6917114257812], [181.02308654785156, 807.145263671875]]","[[1342.7581787109375, 385.0376892089844], [1354.2713623046875, 374.96014404296875], [1345.636474609375, 372.0808410644531], [1391.688720703125, 387.9169921875], [1393.1279296875, 387.9169921875], [1452.1324462890625, 446.9425964355469], [1351.39306640625, 446.9425964355469], [1516.8934326171875, 497.3303527832031], [1301.0233154296875, 471.4166259765625], [1544.2369384765625, 573.6317138671875], [1233.384033203125, 469.97698974609375], [1478.0367431640625, 592.34716796875], [1411.836669921875, 590.9075317382812], [1493.8671875, 719.0363159179688], [1337.001708984375, 668.6486206054688], [1561.506591796875, 831.3289794921875], [1313.9754638671875, 763.66552734375]]"
videos/game_1.mp4,empty_event,58,4,"[[194.40843200683594, 412.859375], [204.46121215820312, 397.0576171875], [180.0472869873047, 401.3671875], [213.077880859375, 395.6211242675781], [147.0166778564453, 402.8037109375], [227.43902587890625, 427.224609375], [126.91110229492188, 435.8437805175781], [292.0641174316406, 455.95513916015625], [92.44438934326172, 473.1933898925781], [345.2002868652344, 494.74127197265625], [66.59435272216797, 504.79693603515625], [231.7473602294922, 569.4404907226562], [158.50559997558594, 578.0596313476562], [299.2446594238281, 641.2667236328125], [185.791748046875, 674.3067626953125], [303.5530090332031, 708.7833251953125], [180.0472869873047, 807.9035034179688]]","[[1345.493896484375, 381.7853698730469], [1359.8631591796875, 373.1589660644531], [1346.9307861328125, 370.2834777832031], [1395.7864990234375, 384.6607971191406], [1397.223388671875, 384.6607971191406], [1454.70068359375, 439.294677734375], [1351.2415771484375, 440.732421875], [1519.362548828125, 489.6153564453125], [1305.259765625, 476.6757507324219], [1542.353515625, 570.12841796875], [1240.597900390625, 470.9248352050781], [1476.254638671875, 591.6943969726562], [1411.5926513671875, 591.6943969726562], [1496.3717041015625, 718.2149047851562], [1338.3092041015625, 669.33203125], [1562.470458984375, 828.92041015625], [1313.88134765625, 762.78466796875]]"
videos/game_1.mp4,empty_event,58,5,"[[188.69944763183594, 415.40570068359375], [197.33941650390625, 401.0270080566406], [174.2995147705078, 405.3406066894531], [204.53936767578125, 399.589111328125], [141.17967224121094, 406.7784729003906], [220.37930297851562, 428.34649658203125], [115.25979614257812, 445.6009216308594], [289.4989929199219, 457.1038513183594], [74.93997955322266, 491.6127014160156], [352.85870361328125, 494.48846435546875], [28.860185623168945, 534.748779296875], [229.01927185058594, 570.6954956054688], [155.57960510253906, 579.32275390625], [299.5789489746094, 644.0267944335938], [182.93948364257812, 675.659912109375], [302.45892333984375, 705.8551635742188], [181.49949645996094, 807.94384765625]]","[[1347.68505859375, 376.8837890625], [1360.6103515625, 366.81695556640625], [1350.557373046875, 365.37884521484375], [1400.822265625, 378.3218994140625], [1400.822265625, 378.3218994140625], [1456.8316650390625, 438.722900390625], [1351.9935302734375, 438.722900390625], [1521.4580078125, 484.74273681640625], [1308.9093017578125, 481.8664855957031], [1544.436279296875, 565.27734375], [1245.7191162109375, 473.2377624511719], [1478.373779296875, 589.7254028320312], [1413.74755859375, 588.2872924804688], [1499.9158935546875, 716.2799072265625], [1337.632080078125, 674.5744018554688], [1563.1060791015625, 824.1387939453125], [1311.7816162109375, 766.6140747070312]]"
videos/game_1.mp4,empty_event,181,1,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[[1560.9222412109375, 377.37274169921875], [1560.9222412109375, 368.7447509765625], [1560.9222412109375, 368.7447509765625], [1569.5523681640625, 370.1827697753906], [1617.017578125, 374.4967346191406], [1581.05908203125, 414.7607421875], [1652.9761962890625, 429.1407470703125], [1583.935791015625, 476.5947570800781], [1703.3182373046875, 495.2887268066406], [1546.538818359375, 557.1226806640625], [1732.085205078125, 558.5607299804688], [1611.2642822265625, 575.8167114257812], [1663.044677734375, 575.8167114257812], [1522.0869140625, 673.6007080078125], [1596.880859375, 640.5266723632812], [1532.1553955078125, 792.9547119140625], [1595.4425048828125, 746.9386596679688]]"
videos/game_1.mp4,empty_event,181,2,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[[1564.92822265625, 381.4115905761719], [1564.92822265625, 371.3321533203125], [1566.36181640625, 371.3321533203125], [1572.0965576171875, 372.7720642089844], [1620.8421630859375, 374.21197509765625], [1583.566162109375, 415.9696044921875], [1655.2509765625, 433.24859619140625], [1583.566162109375, 479.32598876953125], [1705.4302978515625, 496.60498046875], [1547.7236328125, 551.3218994140625], [1736.9715576171875, 558.521484375], [1607.9388427734375, 577.2404174804688], [1659.552001953125, 577.2404174804688], [1520.483642578125, 672.2749633789062], [1596.469482421875, 640.5968017578125], [1533.38671875, 791.7882080078125], [1596.469482421875, 747.1507568359375]]"
videos/game_1.mp4,empty_event,181,3,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[[1565.7313232421875, 381.03997802734375], [1565.7313232421875, 372.4017333984375], [1567.1707763671875, 370.9620361328125], [1574.3685302734375, 375.2811584472656], [1621.87353515625, 378.16058349609375], [1581.56640625, 419.9120788574219], [1656.4224853515625, 432.86944580078125], [1581.56640625, 483.2591857910156], [1706.806640625, 499.095947265625], [1547.0172119140625, 549.4857177734375], [1737.0369873046875, 556.6842041015625], [1610.357177734375, 576.8401489257812], [1660.7410888671875, 575.4004516601562], [1519.6658935546875, 670.4210815429688], [1594.522216796875, 647.3857421875], [1531.1822509765625, 787.037353515625], [1595.961669921875, 745.2858276367188]]"
videos/game_1.mp4,empty_event,181,4,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[[1568.244384765625, 381.2170715332031], [1569.6832275390625, 372.5851135253906], [1569.6832275390625, 371.14642333984375], [1575.4388427734375, 375.4624328613281], [1624.361083984375, 378.3397521972656], [1584.072265625, 420.0609436035156], [1656.0167236328125, 433.0089111328125], [1584.072265625, 484.8007507324219], [1706.3779296875, 500.6260681152344], [1548.0997314453125, 548.1019287109375], [1738.0335693359375, 558.1725463867188], [1609.97216796875, 576.8751220703125], [1660.3333740234375, 576.8751220703125], [1517.8831787109375, 670.3882446289062], [1594.1444091796875, 645.9309692382812], [1532.27197265625, 786.9198608398438], [1595.583251953125, 745.1986083984375]]"
videos/game_1.mp4,empty_event,181,5,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[[1572.4407958984375, 384.3252258300781], [1572.4407958984375, 375.69940185546875], [1573.87451171875, 375.69940185546875], [1578.1754150390625, 377.1370544433594], [1625.4857177734375, 378.5746765136719], [1583.91015625, 421.70379638671875], [1657.0260009765625, 434.642578125], [1583.91015625, 484.9599304199219], [1707.20361328125, 500.7738952636719], [1548.06884765625, 551.09130859375], [1738.743896484375, 556.841796875], [1608.281982421875, 579.843994140625], [1657.0260009765625, 579.843994140625], [1517.9622802734375, 668.9776000976562], [1595.379150390625, 644.5377197265625], [1530.864990234375, 783.9886474609375], [1595.379150390625, 745.1724243164062]]"
videos/game_1.mp4,empty_event,2185,1,"[[422.6962585449219, 362.0667724609375], [428.4527587890625, 350.563232421875], [412.6224670410156, 349.1252746582031], [428.4527587890625, 357.7529296875], [379.522705078125, 350.563232421875], [412.6224670410156, 403.76708984375], [329.1535339355469, 400.89117431640625], [409.74420166015625, 484.2917785644531], [303.2493896484375, 479.97796630859375], [427.013671875, 490.0435485839844], [368.009765625, 458.40887451171875], [376.6445007324219, 533.1818237304688], [313.3232116699219, 534.6197509765625], [448.6004333496094, 625.2100830078125], [314.7623596191406, 632.3997802734375], [439.9657287597656, 754.6248779296875], [264.3931579589844, 757.5006713867188]]","[[1462.0615234375, 389.75665283203125], [1462.0615234375, 385.4375915527344], [1541.2445068359375, 386.8772888183594], [1466.380615234375, 388.31695556640625], [1536.925537109375, 389.75665283203125], [1433.2677001953125, 448.7840576171875], [1582.99560546875, 435.8268127441406], [1310.8939208984375, 447.3443603515625], [1689.5328369140625, 468.93975830078125], [1286.4190673828125, 411.35205078125], [1613.2291259765625, 529.4068603515625], [1460.621826171875, 666.1776733398438], [1548.4429931640625, 674.8158569335938], [1430.3883056640625, 777.0339965820312], [1509.5714111328125, 844.6995849609375], [1395.835693359375, 922.4430541992188], [1439.0264892578125, 992.9879760742188]]"
videos/game_1.mp4,empty_event,2185,2,"[[422.62225341796875, 360.71441650390625], [428.3491516113281, 350.6520080566406], [412.6001281738281, 349.21453857421875], [428.3491516113281, 356.4019470214844], [378.23870849609375, 349.21453857421875], [412.6001281738281, 403.8388977050781], [328.1282958984375, 400.9639587402344], [408.30499267578125, 484.3380126953125], [302.3572082519531, 478.58807373046875], [426.9173889160156, 491.52545166015625], [366.784912109375, 457.02581787109375], [375.375244140625, 528.8999633789062], [312.3793029785156, 530.3374633789062], [448.393310546875, 626.6488647460938], [313.81103515625, 633.8363037109375], [439.80291748046875, 756.0223388671875], [263.7005920410156, 758.8973388671875]]","[[1451.6424560546875, 399.8251953125], [1454.515380859375, 389.76080322265625], [1463.1343994140625, 398.38739013671875], [1461.697998046875, 396.9496154785156], [1530.650390625, 398.38739013671875], [1438.7138671875, 450.1470031738281], [1582.36474609375, 435.76934814453125], [1309.4281005859375, 450.1470031738281], [1674.30126953125, 473.1512756347656], [1286.4439697265625, 404.1384582519531], [1603.912353515625, 536.4130249023438], [1463.1343994140625, 671.5631713867188], [1552.1978759765625, 680.1897583007812], [1432.9677734375, 779.3956298828125], [1511.975830078125, 845.532958984375], [1401.3646240234375, 921.7346801757812], [1440.1502685546875, 993.6229858398438]]"
videos/game_1.mp4,empty_event,2185,3,"[[421.95953369140625, 361.2355041503906], [427.7023620605469, 349.73870849609375], [413.34527587890625, 349.73870849609375], [429.1380615234375, 355.4870910644531], [377.45245361328125, 349.73870849609375], [410.47381591796875, 402.9112548828125], [325.7668151855469, 401.4741516113281], [410.47381591796875, 484.8257141113281], [302.7954406738281, 479.0773010253906], [426.26666259765625, 490.5740966796875], [367.4024658203125, 457.5209045410156], [376.0167541503906, 532.2498779296875], [311.40972900390625, 533.6869506835938], [449.2380676269531, 625.6610717773438], [314.2811279296875, 632.8465576171875], [440.6237487792969, 754.9996337890625], [264.03125, 757.8738403320312]]","[[1446.636474609375, 407.9201965332031], [1450.9447021484375, 399.2929992675781], [1458.125244140625, 400.73089599609375], [1453.81689453125, 400.73089599609375], [1524.185302734375, 399.2929992675781], [1442.3282470703125, 451.05596923828125], [1578.7567138671875, 436.6773681640625], [1311.6441650390625, 449.6181335449219], [1672.1024169921875, 474.0617370605469], [1288.666748046875, 403.6065979003906], [1593.1175537109375, 534.451904296875], [1468.1778564453125, 673.92431640625], [1554.3431396484375, 688.3029174804688], [1436.5838623046875, 776.0123901367188], [1514.1326904296875, 849.3432006835938], [1403.5538330078125, 924.1119384765625], [1438.02001953125, 990.2535400390625]]"
videos/game_1.mp4,empty_event,2185,4,"[[422.19244384765625, 362.8460998535156], [426.5055236816406, 351.3291931152344], [412.1287536621094, 347.01031494140625], [427.94317626953125, 355.64801025390625], [377.62445068359375, 348.449951171875], [410.6910095214844, 401.7156677246094], [328.7433776855469, 398.8364562988281], [407.815673828125, 483.7737121582031], [299.98980712890625, 479.45489501953125], [425.06781005859375, 488.0925598144531], [364.6853332519531, 459.3002624511719], [374.74908447265625, 531.281005859375], [311.4912414550781, 532.7206420898438], [448.0706787109375, 626.2955322265625], [314.3665771484375, 633.4935913085938], [439.444580078125, 755.86083984375], [264.0478515625, 758.7401123046875]]","[[1443.2388916015625, 408.5173645019531], [1444.675048828125, 402.76641845703125], [1446.1114501953125, 404.20416259765625], [1453.2928466796875, 405.6418762207031], [1522.2344970703125, 404.20416259765625], [1440.3662109375, 454.52484130859375], [1578.2493896484375, 440.1474914550781], [1309.6644287109375, 450.211669921875], [1668.7352294921875, 478.96630859375], [1290.9927978515625, 405.6418762207031], [1591.176025390625, 526.4114990234375], [1470.5281982421875, 675.9358520507812], [1559.577880859375, 688.8754272460938], [1437.49365234375, 785.20361328125], [1515.0531005859375, 851.3394165039062], [1405.8955078125, 928.9769897460938], [1438.9300537109375, 992.2373046875]]"
videos/game_1.mp4,empty_event,2185,5,"[[422.4903869628906, 361.07244873046875], [426.7894287109375, 348.149658203125], [412.4592590332031, 346.7137756347656], [426.7894287109375, 353.89312744140625], [378.0667724609375, 346.7137756347656], [411.0262145996094, 401.27679443359375], [327.91107177734375, 398.4050598144531], [411.0262145996094, 484.55712890625], [299.2507019042969, 478.8136291503906], [422.4903869628906, 484.55712890625], [363.7366027832031, 460.1473388671875], [373.7677307128906, 527.6331787109375], [310.71484375, 531.9407348632812], [446.85174560546875, 629.5797729492188], [313.5809020996094, 631.015625], [439.6866149902344, 754.500244140625], [264.85821533203125, 757.3720092773438]]","[[1440.98193359375, 414.45928955078125], [1442.4207763671875, 404.3990173339844], [1442.4207763671875, 404.3990173339844], [1452.4932861328125, 411.58489990234375], [1518.68310546875, 404.3990173339844], [1442.4207763671875, 454.7004089355469], [1574.800537109375, 440.3285827636719], [1314.3577880859375, 448.95166015625], [1664.0130615234375, 479.13250732421875], [1292.774169921875, 404.3990173339844], [1583.43408203125, 526.5595092773438], [1474.0767822265625, 680.3380737304688], [1564.728271484375, 687.5239868164062], [1436.6651611328125, 786.6895141601562], [1518.68310546875, 851.36279296875], [1406.4481201171875, 937.5936889648438], [1443.8597412109375, 987.8950805664062]]"
videos/game_1.mp4,empty_event,2245,1,"[[433.5231628417969, 416.2607727050781], [440.7113342285156, 406.1896667480469], [430.64788818359375, 403.3121643066406], [401.8950500488281, 390.36358642578125], [401.8950500488281, 393.24102783203125], [371.70458984375, 391.80230712890625], [357.32818603515625, 427.7706298828125], [401.8950500488281, 449.3516540527344], [370.2669677734375, 508.33966064453125], [459.4006652832031, 472.371337890625], [443.5865783691406, 514.0946044921875], [361.6411437988281, 524.1657104492188], [321.38720703125, 538.5531005859375], [436.3984069824219, 583.15380859375], [347.2647399902344, 640.7030639648438], [358.765869140625, 629.1932373046875], [269.6321716308594, 757.2405395507812]]","[[1536.7928466796875, 405.98004150390625], [1546.845947265625, 393.02667236328125], [1542.53759765625, 391.5874328613281], [1588.4942626953125, 405.98004150390625], [1589.9305419921875, 405.98004150390625], [1618.653564453125, 490.8963928222656], [1637.3233642578125, 470.7467346191406], [1630.142578125, 606.0371704101562], [1605.72802734375, 580.1305541992188], [1512.3782958984375, 581.5697631835938], [1633.014892578125, 670.8038940429688], [1667.482666015625, 705.3461303710938], [1704.822509765625, 688.0750122070312], [1574.1328125, 867.9825439453125], [1644.504150390625, 793.1410522460938], [1607.1641845703125, 1072.3575439453125], [1707.6947021484375, 912.5996704101562]]"
videos/game_1.mp4,empty_event,2245,2,"[[434.40008544921875, 414.3549499511719], [438.7088623046875, 404.3045959472656], [431.52752685546875, 404.3045959472656], [402.8022766113281, 389.9468994140625], [404.238525390625, 392.81842041015625], [381.2583312988281, 405.7403564453125], [352.5330810546875, 424.4053955078125], [404.238525390625, 448.8134460449219], [374.0769958496094, 503.3727111816406], [458.8165588378906, 470.3500061035156], [458.8165588378906, 501.9369201660156], [365.4594421386719, 524.9092407226562], [323.80780029296875, 533.5238647460938], [443.0176696777344, 586.6473388671875], [346.7879943847656, 641.2066040039062], [361.150634765625, 634.0277709960938], [269.22979736328125, 757.5040283203125]]","[[1538.9898681640625, 407.5364074707031], [1549.0299072265625, 394.5796203613281], [1541.8585205078125, 393.13995361328125], [1590.6241455078125, 407.5364074707031], [1590.6241455078125, 407.5364074707031], [1620.7440185546875, 495.3546142578125], [1637.9554443359375, 473.7599792480469], [1630.7840576171875, 607.646728515625], [1604.9669189453125, 580.2935791015625], [1513.1728515625, 587.4917602539062], [1511.7386474609375, 580.2935791015625], [1670.9439697265625, 711.301025390625], [1708.2353515625, 699.783935546875], [1574.8470458984375, 871.1014404296875], [1642.2584228515625, 794.8004150390625], [1606.4012451171875, 1071.2117919921875], [1706.801025390625, 912.85107421875]]"
