Event frame,Sequence frame,Class ID,Score,Bboxes
869,-10,60,0.4793190658092499,"[424.2980041503906, 626.1403198242188, 1533.5191650390625, 1017.3780517578125]"
869,-10,60,0.14254242181777954,"[447.040283203125, 620.447265625, 1542.556884765625, 785.6612548828125]"
869,-10,60,0.10488618165254593,"[942.3548583984375, 641.256103515625, 1518.4888916015625, 1019.8165893554688]"
869,-10,38,0.0944715142250061,"[442.5469970703125, 584.5413818359375, 517.88037109375, 623.610107421875]"
869,-10,38,0.05007277429103851,"[372.9005126953125, 565.5870361328125, 517.6005859375, 627.3851318359375]"
869,-10,60,0.04662039503455162,"[488.7607421875, 616.79736328125, 1061.310546875, 1003.2445678710938]"
869,-10,32,0.037955231964588165,"[1482.6766357421875, 980.6495361328125, 1524.386962890625, 1029.89111328125]"
869,-10,38,0.032098736613988876,"[457.08154296875, 553.6404418945312, 521.9806518554688, 627.330810546875]"
869,-10,38,0.027526583522558212,"[362.10247802734375, 570.3702392578125, 481.5088806152344, 665.8977661132812]"
869,-10,60,0.021885965019464493,"[635.0543212890625, 621.2852783203125, 944.9918212890625, 767.9771728515625]"
869,-10,38,0.021367324516177177,"[403.77203369140625, 581.0185546875, 518.47900390625, 654.9449462890625]"
869,-10,38,0.015883203595876694,"[387.66046142578125, 605.38427734375, 490.8766174316406, 670.0453491210938]"
869,-10,38,0.013107702136039734,"[981.5521850585938, 587.150634765625, 1021.691162109375, 784.9474487304688]"
869,-10,38,0.010538000613451004,"[918.6166381835938, 547.7335815429688, 1071.05517578125, 723.9346923828125]"
869,-8,60,0.5192166566848755,"[431.2227478027344, 626.719970703125, 1530.6451416015625, 1018.978271484375]"
869,-8,60,0.09042651206254959,"[462.6953125, 630.801025390625, 1562.942626953125, 772.010009765625]"
869,-8,60,0.06985852867364883,"[979.3291625976562, 680.6814575195312, 1502.564697265625, 1009.4978637695312]"
869,-8,38,0.06481697410345078,"[433.7613830566406, 584.1926879882812, 516.4876708984375, 624.1123657226562]"
869,-8,38,0.053348150104284286,"[374.1409912109375, 570.6245727539062, 514.2487182617188, 625.6815185546875]"
869,-8,60,0.05111601948738098,"[489.71978759765625, 618.0075073242188, 1061.487548828125, 1003.5926513671875]"
869,-8,32,0.03965387120842934,"[1481.7894287109375, 980.3602905273438, 1524.8275146484375, 1030.947509765625]"
869,-8,38,0.02384064719080925,"[444.5448303222656, 556.5581665039062, 519.928955078125, 627.8567504882812]"
869,-8,60,0.021951695904135704,"[633.9007568359375, 622.189697265625, 944.2227783203125, 768.5369873046875]"
869,-8,38,0.017108062282204628,"[401.3644104003906, 580.4904174804688, 518.8805541992188, 650.60595703125]"
869,-8,38,0.015630310401320457,"[370.14691162109375, 601.6373901367188, 489.9180603027344, 669.47607421875]"
869,-8,60,0.01086562778800726,"[455.18768310546875, 636.6571655273438, 1074.89599609375, 761.42041015625]"
869,-6,60,0.49666568636894226,"[435.3064880371094, 628.2645263671875, 1528.7750244140625, 1018.074951171875]"
869,-6,60,0.15813300013542175,"[491.4002685546875, 630.264404296875, 1544.0325927734375, 825.4674682617188]"
869,-6,38,0.07125625014305115,"[436.6487121582031, 584.9033813476562, 516.7854614257812, 624.0521850585938]"
869,-6,60,0.06342616677284241,"[983.1207275390625, 683.689453125, 1507.376220703125, 1009.4922485351562]"
