Event frame,Sequence frame,Class ID,Score,Bboxes
54903,-10,60,0.5113785266876221,"[421.1336364746094, 623.2510986328125, 1554.972412109375, 1017.6437377929688]"
54903,-10,38,0.18178331851959229,"[447.40130615234375, 559.2406616210938, 588.9719848632812, 616.4733276367188]"
54903,-10,60,0.1763228178024292,"[448.1939697265625, 623.0036010742188, 1546.9915771484375, 787.081787109375]"
54903,-10,32,0.16331836581230164,"[1481.29345703125, 614.6348266601562, 1539.3599853515625, 668.0974731445312]"
54903,-10,60,0.05985378846526146,"[924.8400268554688, 650.3209838867188, 1523.9222412109375, 1014.3348388671875]"
54903,-10,60,0.05504870414733887,"[482.3240966796875, 614.9332275390625, 1066.1495361328125, 1003.5911865234375]"
54903,-10,38,0.03149580955505371,"[548.2092895507812, 545.6588745117188, 589.9392700195312, 586.1600341796875]"
54903,-10,38,0.022693205624818802,"[1503.1531982421875, 624.9295043945312, 1630.3194580078125, 665.75732421875]"
54903,-10,60,0.015191704966127872,"[455.38043212890625, 621.7709350585938, 1084.127685546875, 761.4007568359375]"
54903,-10,38,0.013637845404446125,"[462.5837097167969, 548.210693359375, 525.11376953125, 583.1259155273438]"
54903,-8,60,0.4616647958755493,"[452.8964538574219, 636.3604125976562, 1544.6170654296875, 997.0452880859375]"
54903,-8,60,0.13721786439418793,"[446.064453125, 620.3130493164062, 1551.4161376953125, 785.9647827148438]"
54903,-8,32,0.11443934589624405,"[1484.184326171875, 614.9149780273438, 1543.0523681640625, 666.2737426757812]"
54903,-8,60,0.029591625556349754,"[969.60986328125, 671.1697387695312, 1522.47607421875, 1006.9332275390625]"
54903,-8,38,0.027427006512880325,"[553.0516357421875, 544.4713134765625, 593.9933471679688, 588.7839965820312]"
54903,-8,38,0.025371631607413292,"[1516.41748046875, 624.9182739257812, 1632.896728515625, 663.9488525390625]"
54903,-8,60,0.02437688037753105,"[494.0391845703125, 577.1453857421875, 1060.1976318359375, 995.8711547851562]"
54903,-8,38,0.01900135912001133,"[451.6500244140625, 556.2880249023438, 594.799072265625, 615.3994750976562]"
54903,-8,38,0.014269603416323662,"[468.25311279296875, 546.380615234375, 528.7899780273438, 583.7662963867188]"
54903,-8,38,0.012207688763737679,"[1485.1776123046875, 616.7941284179688, 1602.386474609375, 669.47509765625]"
54903,-6,60,0.5129222273826599,"[416.8021240234375, 622.8645629882812, 1553.6702880859375, 1017.3049926757812]"
54903,-6,60,0.1501283049583435,"[451.08123779296875, 621.9921264648438, 1550.7554931640625, 783.3602294921875]"
54903,-6,60,0.13626432418823242,"[934.4472045898438, 640.2901000976562, 1524.43408203125, 1019.1430053710938]"
54903,-6,32,0.10465960949659348,"[1488.501708984375, 615.17431640625, 1545.3485107421875, 665.9717407226562]"
54903,-6,60,0.061837613582611084,"[485.09619140625, 616.8353271484375, 1061.06103515625, 1003.7174072265625]"
54903,-6,32,0.04683002829551697,"[470.6398010253906, 504.8623046875, 500.3602294921875, 532.0306396484375]"
54903,-6,38,0.027738872915506363,"[1513.3619384765625, 623.0081787109375, 1632.26171875, 664.4660034179688]"
54903,-6,38,0.021048398688435555,"[453.7122497558594, 559.1028442382812, 601.002685546875, 614.3274536132812]"
54903,-6,60,0.018230019137263298,"[450.3500061035156, 621.9413452148438, 1075.9356689453125, 760.9407348632812]"
54903,-6,38,0.017030978575348854,"[559.5126953125, 547.5698852539062, 601.8938598632812, 593.0233154296875]"
54903,-6,32,0.016896944493055344,"[471.1358642578125, 505.26416015625, 491.4409484863281, 520.8529663085938]"
54903,-6,60,0.01611870899796486,"[1039.6165771484375, 741.6533813476562, 1459.2657470703125, 1002.436279296875]"
54903,-6,38,0.01346657145768404,"[470.8038635253906, 547.1300659179688, 530.3796997070312, 584.439208984375]"
54903,-6,38,0.011376425623893738,"[919.670166015625, 550.0111083984375, 1071.05712890625, 701.5435180664062]"
54903,-4,60,0.531522810459137,"[458.77978515625, 616.8700561523438, 1428.259033203125, 993.86669921875]"
54903,-4,60,0.385831743478775,"[879.7106323242188, 625.8178100585938, 1538.4423828125, 1017.5672607421875]"
54903,-4,60,0.20961828529834747,"[452.6169738769531, 619.9059448242188, 1550.6656494140625, 788.6987915039062]"
54903,-4,32,0.13692493736743927,"[1490.165771484375, 615.0557861328125, 1548.7615966796875, 667.0619506835938]"
54903,-4,38,0.07537748664617538,"[1536.4814453125, 624.8619995117188, 1645.2060546875, 663.5027465820312]"
54903,-4,60,0.034325700253248215,"[487.39599609375, 592.5535888671875, 972.5480346679688, 993.805419921875]"
54903,-4,60,0.024504268541932106,"[1040.0621337890625, 740.5691528320312, 1457.9635009765625, 1003.3508911132812]"
54903,-4,38,0.023929854854941368,"[1494.43505859375, 615.7328491210938, 1597.4493408203125, 669.4388427734375]"
54903,-4,60,0.023400237783789635,"[451.1758117675781, 621.40966796875, 1087.699462890625, 762.0883178710938]"
54903,-4,38,0.01710887812077999,"[474.65301513671875, 548.1228637695312, 529.077392578125, 584.2764892578125]"
54903,-4,38,0.015332452021539211,"[457.4994201660156, 557.1600952148438, 605.5260620117188, 617.0750732421875]"
54903,-4,38,0.014711021445691586,"[1592.9774169921875, 623.881103515625, 1773.43310546875, 684.87548828125]"
54903,-4,60,0.014674807898700237,"[916.4630126953125, 631.602294921875, 1544.720947265625, 776.3672485351562]"
